slope_risk,rainfall_24h_mm,road_condition,bridge_condition,historical_disruptions,congestion_level,flood_risk_level,landslide_probability,elevation_m,river_proximity,month,road_distance_km,risk_score,risk_level,estimated_hours,delay_hours
60.6,3.7,0,0,1,1,3.2,0.186,750.0,0.5,2,340,14,low,7.2,0.1
52.8,2.4,1,1,0,2,7.3,0.106,961.0,0.35,1,390,18,low,11.3,3.2
29.5,0.6,0,0,0,3,8.1,0.041,115.0,0.75,11,195,14,low,4.1,0.0
25.8,26.7,1,0,8,1,100.0,0.417,102.0,0.7,8,270,39,medium,8.9,3.3
30.7,0.7,1,0,0,0,8.1,0.041,470.0,0.55,11,215,10,low,6.2,1.7
38.6,0.2,0,0,0,2,4.0,0.141,1438.0,0.4,11,85,12,low,1.8,0.0
54.1,0.9,1,0,9,3,81.5,0.511,797.0,0.4,6,74,43,medium,2.1,0.6
28.3,16.0,0,0,7,0,100.0,1.0,215.0,0.75,9,280,29,low,6.3,0.5
75.6,21.6,1,0,5,2,51.6,1.0,1197.0,0.3,4,180,39,medium,5.8,2.0
41.7,0.4,1,1,1,2,3.0,0.172,1117.0,0.35,2,145,21,low,4.2,1.1
1.8,0.0,0,1,4,1,100.0,0.25,35.0,0.85,8,550,22,low,11.5,0.0
41.8,0.7,0,0,0,0,14.2,0.02,790.0,0.55,1,98,4,low,2.0,0.0
25.0,23.3,1,0,7,0,100.0,0.206,502.0,0.6,5,270,29,low,8.7,3.1
59.3,2.3,1,1,1,0,3.1,0.18,1117.0,0.35,3,145,26,low,4.2,1.2
29.7,16.2,0,0,4,1,63.6,0.366,115.0,0.75,10,195,26,low,4.4,0.4
41.2,0.2,0,0,0,0,12.1,0.03,802.0,0.6,3,270,10,low,5.6,0.0
47.5,2.7,0,0,3,1,50.6,0.278,797.0,0.4,10,74,21,low,1.6,0.0
39.9,13.1,0,0,4,0,75.7,0.69,215.0,0.75,10,280,22,low,6.2,0.4
72.2,0.5,1,1,0,0,7.1,0.101,961.0,0.35,11,390,25,low,11.2,3.0
25.7,0.8,0,0,1,0,13.2,0.041,20.0,0.8,11,320,8,low,6.7,0.0
53.5,23.2,1,1,2,1,61.5,1.0,961.0,0.35,5,390,38,medium,12.6,4.5
42.9,0.8,1,0,1,1,12.2,0.031,762.0,0.55,2,265,13,low,7.6,2.1
21.2,0.1,0,0,3,0,24.1,0.913,775.0,0.5,10,245,9,low,5.1,0.0
84.1,0.0,1,1,0,0,3.0,0.17,1117.0,0.35,12,145,24,low,4.1,1.1
57.7,14.1,2,2,5,3,46.2,1.0,870.0,0.45,4,310,51,medium,22.2,15.8
28.6,0.7,0,0,0,0,7.1,0.102,422.0,0.65,2,485,6,low,10.1,0.0
46.3,4.8,0,0,2,0,26.3,1.0,775.0,0.5,10,245,15,low,5.2,0.1
77.4,9.1,1,0,1,3,7.1,0.197,1197.0,0.3,1,180,25,low,5.4,1.6
39.2,17.0,1,0,3,0,64.3,0.37,470.0,0.55,5,215,26,low,6.7,2.2
31.1,3.6,1,0,3,2,90.0,0.142,502.0,0.6,10,270,24,low,7.9,2.2
67.7,41.1,1,0,2,1,65.6,1.0,1197.0,0.3,4,180,41,medium,6.5,2.7
32.7,10.7,0,0,5,1,29.1,1.0,775.0,0.5,4,245,22,low,5.4,0.3
1.3,0.9,0,0,1,2,13.2,0.041,20.0,0.8,11,320,10,low,6.7,0.0
49.9,2.1,1,0,0,0,12.5,0.032,515.0,0.65,11,190,14,low,5.5,1.5
6.6,1.8,0,0,5,2,87.1,0.136,40.0,0.75,5,310,26,low,6.5,0.1
23.4,3.3,0,0,2,0,89.6,0.141,40.0,0.75,10,310,12,low,6.6,0.1
38.0,0.6,1,0,0,3,12.1,0.03,515.0,0.65,2,190,15,low,5.4,1.5
74.5,0.3,1,1,1,1,6.0,0.161,1041.0,0.3,12,200,25,low,5.7,1.6
30.5,3.2,1,1,1,2,13.8,0.043,578.0,0.45,3,168,22,low,4.9,1.4
61.6,3.5,1,0,11,1,42.8,1.0,1238.0,0.35,9,190,39,medium,5.5,1.6
57.3,8.2,1,0,0,3,83.8,0.235,762.0,0.55,5,265,31,medium,7.9,2.4
18.5,4.1,0,0,4,2,45.4,0.716,422.0,0.65,5,485,22,low,10.3,0.2
78.5,0.4,0,0,0,1,4.0,0.141,1438.0,0.4,2,85,14,low,1.8,0.0
25.9,22.5,0,0,0,2,20.3,0.031,102.0,0.7,3,270,15,low,6.3,0.7
35.0,1.1,1,0,3,2,13.3,0.041,488.0,0.55,11,140,24,low,4.0,1.1
49.4,3.5,1,0,6,2,85.5,0.543,470.0,0.55,9,215,33,medium,6.3,1.8
15.6,4.2,0,0,6,1,91.0,0.144,68.0,0.85,5,175,20,low,3.7,0.1
70.3,48.3,1,1,8,2,100.0,1.0,961.0,0.35,6,390,57,medium,14.7,6.6
47.6,0.8,0,0,2,3,8.1,0.041,797.0,0.4,11,74,20,low,1.5,0.0
20.4,1.9,0,0,0,0,14.5,0.021,35.0,0.85,11,550,6,low,11.6,0.1
34.6,1.8,0,0,1,2,87.0,0.136,790.0,0.55,10,98,22,low,2.1,0.0
73.5,0.0,1,1,2,0,36.0,1.0,1041.0,0.3,10,200,28,low,5.7,1.5
7.6,0.5,0,0,0,2,14.1,0.02,102.0,0.7,11,270,4,low,5.6,0.0
64.3,3.4,2,2,1,1,6.4,0.174,870.0,0.45,11,310,27,low,21.0,14.6
29.4,2.1,1,0,1,3,12.5,0.032,515.0,0.65,1,190,16,low,5.5,1.5
65.3,45.2,2,2,8,1,100.0,1.0,870.0,0.45,8,310,60,medium,26.7,20.2
46.5,7.5,1,0,13,2,100.0,0.445,515.0,0.65,7,190,39,medium,5.6,1.7
14.6,2.0,0,0,8,2,50.0,0.273,115.0,0.75,10,195,24,low,4.1,0.0
24.5,28.2,0,1,6,3,100.0,0.639,115.0,0.75,7,195,37,medium,4.7,0.7
21.9,38.2,0,0,2,0,84.7,0.508,115.0,0.75,5,195,28,low,5.0,1.0
57.6,17.7,1,0,4,1,32.5,1.0,1238.0,0.35,4,190,34,medium,6.0,2.0
27.8,49.6,0,0,7,2,100.0,1.0,688.0,0.6,6,210,39,medium,5.8,1.4
18.7,0.8,0,0,0,0,4.1,0.143,775.0,0.5,1,245,5,low,5.1,0.0
31.3,4.4,1,1,0,3,14.1,0.044,578.0,0.45,2,168,26,low,4.9,1.4
57.1,2.6,1,1,0,1,7.4,0.107,961.0,0.35,2,390,15,low,11.3,3.2
31.9,5.2,0,0,1,2,15.5,0.023,790.0,0.55,1,98,11,low,2.1,0.1
27.1,3.0,0,0,1,2,13.8,0.043,688.0,0.6,3,210,13,low,4.4,0.1
24.4,1.9,0,0,1,2,13.5,0.042,408.0,0.6,2,240,8,low,5.0,0.0
20.7,23.3,0,0,4,0,100.0,0.411,408.0,0.6,10,240,23,low,5.7,0.7
30.4,7.4,2,0,6,2,100.0,0.593,488.0,0.55,6,140,34,medium,9.7,6.8
12.7,1.2,0,0,4,2,86.0,0.134,68.0,0.85,5,175,19,low,3.7,0.0
31.9,4.0,0,0,0,1,13.0,0.033,115.0,0.75,3,195,12,low,4.1,0.1
41.6,5.1,0,0,1,1,13.2,0.034,802.0,0.6,2,270,7,low,5.8,0.1
39.0,1.0,0,0,1,0,14.3,0.021,790.0,0.55,3,98,9,low,2.1,0.0
30.4,0.1,0,0,6,0,78.2,0.261,688.0,0.6,10,210,24,low,4.4,0.0
26.4,16.4,0,0,5,0,95.6,0.275,802.0,0.6,5,270,22,low,6.1,0.5
37.5,12.2,1,0,4,0,99.5,0.652,115.0,0.75,9,195,33,medium,5.9,1.9
33.2,6.6,1,1,12,0,34.0,1.0,750.0,0.5,6,340,35,medium,10.0,3.0
41.2,8.5,1,0,3,3,70.2,0.63,250.0,0.6,4,230,35,medium,6.9,2.1
0.0,0.4,0,0,2,2,14.1,0.02,40.0,0.75,12,310,9,low,6.5,0.0
62.9,4.2,1,1,5,1,97.6,0.072,574.0,0.55,5,380,32,medium,11.1,3.2
28.0,1.1,0,0,0,3,14.3,0.021,790.0,0.55,1,98,15,low,2.1,0.0
37.8,1.2,1,0,6,1,81.9,0.514,470.0,0.55,7,215,24,low,6.2,1.7
48.9,4.8,0,0,1,2,3.3,0.19,750.0,0.5,2,340,17,low,7.3,0.2
59.9,2.2,1,1,6,0,37.6,1.0,1041.0,0.3,10,200,29,low,5.8,1.6
28.5,8.4,1,0,4,1,84.1,0.236,515.0,0.65,5,190,22,low,5.7,1.7
56.0,61.2,1,1,8,2,100.0,1.0,1041.0,0.3,7,200,59,medium,8.2,4.1
63.6,2.0,2,1,5,0,72.8,1.0,961.0,0.35,9,390,45,medium,26.3,18.1
67.8,0.5,0,1,0,1,14.1,0.02,594.0,0.5,11,440,18,low,9.2,0.0
20.2,6.8,0,0,10,1,100.0,0.585,408.0,0.6,7,240,28,low,5.2,0.2
47.4,22.5,1,0,7,2,58.0,1.0,1438.0,0.4,8,85,41,medium,2.7,1.0
69.5,25.7,1,1,7,1,90.8,1.0,1041.0,0.3,7,200,45,medium,6.6,2.4
31.0,1.0,0,0,0,3,12.2,0.031,115.0,0.75,11,195,11,low,4.1,0.0
10.5,1.3,0,0,2,2,14.4,0.021,102.0,0.7,2,270,10,low,5.7,0.0
34.5,77.5,1,0,7,2,100.0,0.734,202.0,0.7,7,330,47,medium,15.4,8.5
27.5,0.9,1,0,5,3,100.0,0.384,515.0,0.65,9,190,28,low,5.5,1.5
55.5,3.6,0,0,1,0,4.3,0.153,1438.0,0.4,11,85,11,low,1.8,0.0
50.5,3.1,0,0,1,3,4.2,0.151,775.0,0.5,11,245,19,low,5.2,0.1
64.1,0.9,1,1,1,0,3.1,0.174,1117.0,0.35,12,145,17,low,4.2,1.1
69.0,10.4,1,0,7,0,43.5,1.0,1197.0,0.3,10,180,34,medium,5.4,1.7
28.1,1.7,0,0,2,1,86.9,0.136,35.0,0.85,10,550,16,low,11.6,0.1
16.3,4.1,0,0,0,1,13.0,0.033,115.0,0.75,11,195,2,low,4.1,0.1
0.9,34.2,0,0,7,1,100.0,0.463,35.0,0.85,6,550,34,medium,13.8,2.4
34.9,6.8,1,1,5,0,40.9,1.0,550.0,0.5,10,110,31,medium,3.3,1.0
62.6,6.5,1,1,5,3,33.9,1.0,1117.0,0.35,9,145,38,medium,4.3,1.3
21.1,12.3,0,0,8,3,100.0,0.17,790.0,0.55,10,98,35,medium,2.2,0.1
56.6,4.1,1,1,2,0,6.5,0.176,550.0,0.5,1,110,19,low,3.2,0.9
56.5,3.8,2,2,5,0,64.6,1.0,870.0,0.45,6,310,39,medium,21.1,14.6
26.2,7.3,0,0,2,1,82.6,0.231,115.0,0.75,10,195,22,low,4.2,0.2
38.6,9.0,0,0,1,2,16.5,0.024,102.0,0.7,3,270,18,low,5.9,0.3
51.2,1.3,0,0,0,2,14.4,0.021,790.0,0.55,2,98,12,low,2.1,0.0
41.0,72.8,0,0,10,1,100.0,1.0,408.0,0.6,7,240,52,medium,7.9,2.9
65.6,2.8,1,0,5,2,25.4,0.974,1238.0,0.35,5,190,33,medium,5.5,1.5
38.3,0.4,0,0,1,0,14.1,0.02,202.0,0.7,1,330,13,low,6.9,0.0
48.0,0.3,1,0,0,0,14.1,0.02,502.0,0.6,11,270,15,low,7.7,2.1
46.2,2.3,0,0,3,1,3.1,0.18,750.0,0.5,11,340,18,low,7.2,0.1
15.7,4.0,0,0,5,2,32.4,1.0,750.0,0.5,7,340,21,low,7.2,0.1
35.4,18.5,0,1,9,1,100.0,0.366,594.0,0.5,6,440,35,medium,10.1,0.9
30.0,62.6,0,0,7,0,100.0,1.0,215.0,0.75,9,280,43,medium,8.5,2.7
30.8,1.1,1,0,3,0,49.1,0.267,470.0,0.55,10,215,18,low,6.2,1.7
31.4,55.7,0,0,6,3,100.0,0.622,408.0,0.6,5,240,43,medium,6.9,1.9
35.1,3.5,1,0,2,0,77.1,0.212,515.0,0.65,5,190,19,low,5.5,1.6
49.5,0.3,0,1,0,1,14.1,0.02,594.0,0.5,1,440,12,low,9.2,0.0
59.7,1.7,1,1,1,0,3.1,0.177,1117.0,0.35,3,145,17,low,4.2,1.2
43.9,11.6,2,0,6,2,100.0,0.645,488.0,0.55,9,140,40,medium,9.9,7.0
24.6,4.3,0,0,1,0,4.3,0.155,775.0,0.5,2,245,0,low,5.2,0.1
19.8,8.5,0,0,12,3,100.0,0.303,40.0,0.75,7,310,37,medium,6.7,0.3
85.6,1.0,1,1,3,1,36.7,1.0,1041.0,0.3,10,200,34,medium,5.7,1.6
34.0,0.8,1,0,0,1,8.1,0.041,470.0,0.55,12,215,21,low,6.2,1.7
46.5,4.1,1,0,0,1,6.5,0.176,1197.0,0.3,2,180,19,low,5.2,1.5
57.1,2.0,1,1,0,2,6.2,0.168,1041.0,0.3,3,200,24,low,5.8,1.6
66.9,0.3,1,1,2,3,7.0,0.101,961.0,0.35,12,390,28,low,11.2,3.0
22.5,36.0,0,1,8,1,100.0,0.475,202.0,0.7,7,330,34,medium,8.4,1.5
40.5,11.8,1,0,5,3,99.0,0.648,470.0,0.55,9,215,39,medium,6.5,2.1
48.1,3.0,0,0,5,0,25.4,0.978,1438.0,0.4,4,85,19,low,1.8,0.0
61.9,19.7,1,0,1,1,16.7,0.045,762.0,0.55,2,265,20,low,8.4,2.9
39.6,0.4,1,1,6,3,100.0,0.253,594.0,0.5,9,440,39,medium,12.6,3.4
15.7,44.2,1,1,4,3,75.4,1.0,775.0,0.5,6,245,49,medium,9.0,3.9
4.8,1.6,0,0,4,0,74.3,0.203,115.0,0.75,4,195,14,low,4.1,0.0
5.7,12.4,0,0,3,0,97.4,0.341,20.0,0.8,4,320,18,low,7.1,0.4
35.3,0.5,0,0,0,0,12.1,0.03,115.0,0.75,11,195,6,low,4.1,0.0
32.6,7.8,0,0,8,2,100.0,1.0,215.0,0.75,8,280,34,medium,6.1,0.2
50.9,1.9,0,0,1,3,3.1,0.178,750.0,0.5,11,340,21,low,7.1,0.1
64.0,1.5,1,1,0,0,6.2,0.166,1041.0,0.3,11,200,18,low,5.8,1.6
51.0,7.8,0,0,0,1,3.5,0.203,750.0,0.5,2,340,11,low,7.4,0.3
63.9,1.1,2,2,1,1,36.8,1.0,870.0,0.45,5,310,35,medium,20.8,14.3
25.5,56.8,0,0,10,1,85.5,1.0,775.0,0.5,9,245,45,medium,7.1,2.0
21.4,1.0,0,0,0,0,14.3,0.02,40.0,0.75,1,310,1,low,6.5,0.0
64.8,4.4,1,0,0,1,6.5,0.178,1197.0,0.3,2,180,21,low,5.3,1.5
21.0,2.3,0,0,4,1,87.8,0.137,202.0,0.7,10,330,17,low,7.0,0.1
46.9,6.3,0,0,10,3,90.0,0.578,797.0,0.4,8,74,32,medium,1.6,0.0
12.8,7.8,1,0,7,2,100.0,0.299,40.0,0.75,8,310,34,medium,9.2,2.8
61.7,0.8,1,1,9,2,100.0,0.51,578.0,0.45,6,168,45,medium,4.8,1.3
34.2,1.1,1,0,9,3,100.0,0.257,502.0,0.6,8,270,37,medium,7.8,2.1
51.7,0.3,0,0,0,0,4.0,0.141,1438.0,0.4,12,85,11,low,1.8,0.0
19.8,3.1,0,0,0,0,12.8,0.032,802.0,0.6,1,270,0,low,5.7,0.1
53.0,36.3,0,0,6,2,51.8,1.0,750.0,0.5,8,340,37,medium,8.7,1.6
35.1,4.3,1,0,7,1,43.4,1.0,1238.0,0.35,6,190,29,low,5.5,1.6
55.3,1.8,0,0,0,1,4.1,0.146,1438.0,0.4,11,85,10,low,1.8,0.0
61.5,3.1,0,0,0,0,4.2,0.151,1438.0,0.4,2,85,12,low,1.8,0.0
42.8,4.9,0,0,3,0,52.7,0.292,797.0,0.4,5,74,15,low,1.6,0.0
8.0,3.2,0,1,9,2,100.0,0.405,115.0,0.75,6,195,29,low,4.1,0.1
50.2,7.9,0,0,6,3,27.8,1.0,775.0,0.5,5,245,35,medium,5.3,0.2
39.0,7.4,1,0,0,1,9.2,0.047,470.0,0.55,3,215,20,low,6.4,1.9
33.3,3.6,0,0,5,1,90.1,0.142,202.0,0.7,5,330,21,low,7.0,0.1
56.6,7.2,0,0,0,1,4.6,0.165,1438.0,0.4,3,85,15,low,1.8,0.1
51.9,9.2,1,1,0,1,17.8,0.012,574.0,0.55,2,380,23,low,11.4,3.5
52.9,66.1,2,1,7,1,69.7,1.0,1117.0,0.35,9,145,62,high,14.4,11.4
12.5,1.5,0,0,4,0,74.1,0.202,802.0,0.6,4,270,17,low,5.7,0.0
19.1,0.2,0,0,3,0,60.2,0.523,215.0,0.75,4,280,13,low,5.8,0.0
44.9,11.1,1,0,0,0,14.7,0.038,515.0,0.65,3,190,14,low,5.7,1.8
0.0,0.4,0,1,7,3,100.0,0.252,35.0,0.85,9,550,32,medium,11.5,0.0
31.3,4.9,1,1,0,1,16.5,0.011,574.0,0.55,1,380,20,low,11.1,3.2
33.7,2.8,1,0,6,0,76.1,0.209,515.0,0.65,10,190,25,low,5.5,1.5
22.6,8.7,1,0,0,2,14.1,0.037,762.0,0.55,3,265,15,low,7.9,2.4
49.3,0.0,1,0,0,1,12.0,0.03,762.0,0.55,12,265,13,low,7.6,2.1
0.7,8.8,0,0,7,1,94.1,0.61,115.0,0.75,6,195,21,low,4.3,0.2
37.1,0.2,0,0,4,0,18.1,1.0,750.0,0.5,10,340,17,low,7.1,0.0
31.0,5.0,0,0,6,1,19.8,1.0,750.0,0.5,4,340,20,low,7.3,0.2
49.7,30.6,2,2,13,0,96.7,1.0,870.0,0.45,8,310,61,high,24.4,17.9
52.4,4.7,0,0,5,2,32.8,1.0,750.0,0.5,8,340,28,low,7.3,0.2
23.0,25.0,2,0,9,0,100.0,1.0,250.0,0.6,9,230,41,medium,17.5,12.7
29.3,2.1,1,1,4,0,81.3,0.274,578.0,0.45,10,168,31,medium,4.9,1.4
4.9,0.1,0,0,0,1,13.0,0.04,20.0,0.8,1,320,6,low,6.7,0.0
70.7,0.8,1,0,5,2,40.6,1.0,1238.0,0.35,9,190,36,medium,5.4,1.5
30.8,2.5,1,1,0,0,15.8,0.011,574.0,0.55,2,380,20,low,11.0,3.1
52.6,40.0,1,0,3,1,100.0,0.39,762.0,0.55,5,265,35,medium,9.5,3.9
24.8,0.5,1,0,1,2,10.1,0.081,250.0,0.6,3,230,16,low,6.6,1.8
24.3,1.4,0,0,9,2,86.3,0.135,202.0,0.7,4,330,29,low,6.9,0.0
43.0,2.2,0,0,1,1,4.2,0.148,775.0,0.5,1,245,8,low,5.2,0.1
28.5,13.1,1,0,6,1,100.0,0.664,470.0,0.55,9,215,37,medium,6.6,2.1
34.8,2.5,1,0,4,1,100.0,0.266,202.0,0.7,6,330,29,low,9.5,2.7
10.8,0.7,0,0,0,1,14.2,0.02,35.0,0.85,12,550,7,low,11.5,0.0
0.0,4.0,0,0,0,0,13.0,0.033,115.0,0.75,3,195,4,low,4.1,0.1
27.7,0.3,0,0,0,2,7.0,0.101,422.0,0.65,12,485,9,low,10.1,0.0
45.2,34.1,0,0,8,3,100.0,1.0,422.0,0.65,8,485,37,medium,12.2,2.1
35.7,14.9,0,0,6,0,100.0,0.178,790.0,0.55,5,98,21,low,2.2,0.2
40.9,24.2,1,1,6,2,100.0,0.602,115.0,0.75,9,195,40,medium,6.3,2.3
62.0,2.2,1,1,0,2,3.1,0.18,1117.0,0.35,2,145,21,low,4.2,1.2
50.0,0.7,0,0,4,0,79.0,0.264,688.0,0.6,5,210,21,low,4.4,0.0
54.9,12.5,0,0,5,2,100.0,0.656,688.0,0.6,7,210,35,medium,4.7,0.3
14.8,3.9,0,0,1,2,15.1,0.022,102.0,0.7,2,270,10,low,5.7,0.1
17.9,9.7,0,0,4,1,71.7,0.647,215.0,0.75,10,280,26,low,6.1,0.3
36.8,3.3,1,0,2,0,63.9,0.563,250.0,0.6,10,230,21,low,6.7,1.9
24.6,72.5,0,0,3,1,100.0,0.549,115.0,0.75,5,195,35,medium,6.4,2.3
34.4,5.4,0,0,3,1,26.6,1.0,775.0,0.5,4,245,22,low,5.2,0.1
39.0,0.3,0,0,0,1,12.1,0.03,802.0,0.6,11,270,9,low,5.6,0.0
56.0,11.9,1,1,5,2,100.0,0.162,574.0,0.55,6,380,44,medium,11.5,3.6
42.5,14.8,1,0,6,1,100.0,1.0,250.0,0.6,9,230,38,medium,7.1,2.3
28.8,1.4,0,0,0,1,7.2,0.103,422.0,0.65,1,485,4,low,10.2,0.1
72.0,1.3,1,0,6,2,24.6,0.939,1238.0,0.35,5,190,36,medium,5.5,1.5
42.1,0.1,0,0,0,0,4.0,0.14,775.0,0.5,2,245,4,low,5.1,0.0
36.3,14.8,0,0,4,2,100.0,0.178,35.0,0.85,10,550,29,low,12.4,0.9
51.6,0.8,0,0,0,0,4.1,0.143,1438.0,0.4,3,85,11,low,1.8,0.0
44.9,0.1,0,0,1,0,4.0,0.14,1438.0,0.4,11,85,13,low,1.8,0.0
49.6,0.4,1,1,0,1,7.1,0.101,961.0,0.35,12,390,17,low,11.2,3.0
39.3,3.8,0,0,0,0,12.9,0.033,802.0,0.6,3,270,9,low,5.7,0.1
65.0,2.6,1,1,1,0,7.4,0.107,961.0,0.35,1,390,25,low,11.3,3.2
0.0,28.5,0,0,5,2,100.0,0.223,40.0,0.75,4,310,32,medium,7.5,1.1
71.5,25.2,1,1,3,1,54.2,1.0,1041.0,0.3,5,200,38,medium,6.5,2.4
18.8,2.1,0,0,2,0,43.8,0.685,422.0,0.65,5,485,11,low,10.2,0.1
49.4,10.2,1,1,4,0,93.9,0.326,578.0,0.45,5,168,24,low,5.1,1.6
39.8,1.5,1,0,1,0,14.4,0.021,502.0,0.6,11,270,11,low,7.8,2.1
45.3,20.5,1,1,4,1,100.0,0.378,594.0,0.5,6,440,33,medium,14.0,4.8
41.5,6.7,0,0,6,0,34.0,1.0,750.0,0.5,7,340,19,low,7.3,0.2
39.0,13.4,0,0,3,2,100.0,1.0,215.0,0.75,6,280,34,medium,6.3,0.4
27.1,1.2,0,0,0,1,14.3,0.021,202.0,0.7,12,330,9,low,6.9,0.0
46.1,0.6,1,1,6,3,18.2,1.0,1117.0,0.35,10,145,34,medium,4.2,1.1
26.0,19.4,0,0,10,0,100.0,0.557,802.0,0.6,9,270,27,low,6.2,0.6
82.0,4.1,1,1,1,0,6.5,0.176,1041.0,0.3,11,200,25,low,5.8,1.7
33.0,3.1,0,0,4,2,19.1,1.0,750.0,0.5,10,340,23,low,7.2,0.1
32.8,0.1,1,0,0,1,12.0,0.03,762.0,0.55,12,265,18,low,7.6,2.1
35.2,2.1,0,0,0,2,3.1,0.179,750.0,0.5,1,340,8,low,7.2,0.1
18.2,5.9,0,0,4,3,26.9,1.0,775.0,0.5,10,245,20,low,5.3,0.2
51.8,0.1,1,1,0,3,6.0,0.16,550.0,0.5,11,110,22,low,3.1,0.9
41.8,0.8,1,0,1,1,14.2,0.02,502.0,0.6,2,270,20,low,7.7,2.1
44.1,16.6,1,1,5,2,100.0,0.707,470.0,0.55,6,215,43,medium,6.7,2.2
24.1,2.3,1,0,0,0,12.5,0.032,762.0,0.55,1,265,10,low,7.7,2.1
47.4,0.4,0,0,0,0,3.0,0.172,750.0,0.5,1,340,8,low,7.1,0.0
41.3,1.8,0,0,0,0,13.5,0.042,688.0,0.6,11,210,5,low,4.4,0.0
57.1,1.0,0,0,1,0,49.0,0.267,797.0,0.4,10,74,15,low,1.5,0.0
29.4,1.5,0,0,1,1,12.4,0.031,115.0,0.75,11,195,10,low,4.1,0.0
63.2,20.5,2,0,7,0,56.4,1.0,1238.0,0.35,6,190,43,medium,14.1,10.2
25.1,4.2,1,0,5,1,100.0,0.415,515.0,0.65,9,190,28,low,5.5,1.6
68.0,13.6,1,1,6,3,45.8,1.0,550.0,0.5,4,110,40,medium,3.4,1.1
36.9,0.3,0,0,0,0,14.1,0.02,790.0,0.55,12,98,6,low,2.0,0.0
62.0,7.2,1,1,12,0,100.0,0.147,574.0,0.55,7,380,42,medium,11.3,3.3
24.9,0.9,0,0,0,1,13.2,0.041,20.0,0.8,12,320,10,low,6.7,0.0
47.7,0.7,1,0,1,3,6.1,0.163,1197.0,0.3,12,180,22,low,5.2,1.4
22.5,3.6,0,0,7,0,64.3,0.567,215.0,0.75,4,280,16,low,5.9,0.1
17.3,8.2,1,0,9,2,100.0,0.301,102.0,0.7,8,270,36,medium,8.0,2.4
29.3,2.1,0,0,0,3,14.6,0.021,202.0,0.7,11,330,14,low,6.9,0.1
92.2,1.8,1,1,0,0,6.2,0.167,1041.0,0.3,11,200,23,low,5.8,1.6
28.4,26.7,1,0,11,3,100.0,0.417,102.0,0.7,9,270,45,medium,8.9,3.3
41.9,0.0,1,0,1,2,12.0,0.03,762.0,0.55,12,265,19,low,7.6,2.1
31.5,3.4,0,0,11,0,100.0,0.407,802.0,0.6,6,270,32,medium,5.7,0.1
55.2,7.1,1,1,0,0,14.8,0.047,578.0,0.45,3,168,18,low,5.0,1.5
36.8,0.1,0,0,2,0,10.0,0.08,215.0,0.75,1,280,8,low,5.8,0.0
50.8,68.9,2,0,3,2,95.1,1.0,1238.0,0.35,8,190,53,medium,19.3,15.4
25.4,1.2,0,0,0,0,14.3,0.021,202.0,0.7,2,330,5,low,6.9,0.0
3.8,23.8,0,0,6,1,100.0,1.0,422.0,0.65,9,485,31,medium,11.5,1.4
32.5,1.0,0,0,1,3,14.3,0.02,102.0,0.7,3,270,13,low,5.7,0.0
6.5,5.9,0,0,7,2,100.0,0.287,102.0,0.7,8,270,18,low,5.8,0.2
25.9,0.0,1,0,6,0,100.0,0.375,515.0,0.65,9,190,24,low,5.4,1.5
40.3,9.1,1,0,5,3,100.0,0.46,515.0,0.65,7,190,34,medium,5.7,1.7
56.0,5.6,0,1,9,0,100.0,0.285,594.0,0.5,9,440,31,medium,9.4,0.3
72.5,6.1,1,1,1,0,6.7,0.184,1041.0,0.3,12,200,18,low,5.9,1.7
31.7,0.1,1,1,5,2,90.2,0.065,574.0,0.55,5,380,35,medium,10.9,2.9
2.4,2.9,0,0,1,1,82.6,0.279,20.0,0.8,4,320,10,low,6.8,0.1
27.3,3.4,1,1,0,1,6.4,0.174,550.0,0.5,3,110,18,low,3.2,0.9
5.2,1.5,0,1,5,2,100.0,0.26,202.0,0.7,9,330,23,low,6.9,0.1
11.1,0.3,0,0,1,1,12.1,0.03,115.0,0.75,3,195,7,low,4.1,0.0
59.3,0.5,0,0,5,0,24.3,0.922,1438.0,0.4,10,85,25,low,1.8,0.0
49.2,7.4,0,0,3,0,16.1,0.024,790.0,0.55,2,98,14,low,2.1,0.1
3.1,1.0,0,0,0,0,13.3,0.041,20.0,0.8,11,320,0,low,6.7,0.0
7.8,5.6,0,0,4,1,53.4,0.297,115.0,0.75,10,195,16,low,4.2,0.1
17.6,1.8,0,0,0,1,10.4,0.084,215.0,0.75,11,280,8,low,5.9,0.1
44.9,1.1,2,2,6,3,61.3,1.0,870.0,0.45,8,310,41,medium,20.8,14.3
33.5,44.5,1,0,4,1,90.8,0.55,470.0,0.55,5,215,39,medium,7.9,3.4
50.3,0.3,1,0,0,1,14.1,0.02,502.0,0.6,3,270,17,low,7.7,2.1
41.4,7.3,1,0,6,2,80.2,1.0,422.0,0.65,8,485,32,medium,14.4,4.3
86.1,0.6,1,1,1,0,6.1,0.162,1041.0,0.3,12,200,26,low,5.7,1.6
50.6,5.5,1,0,5,1,44.4,1.0,775.0,0.5,7,245,30,low,7.2,2.1
0.0,9.7,1,1,3,0,100.0,0.311,35.0,0.85,6,550,25,low,16.5,5.1
30.4,3.5,0,0,5,0,19.3,1.0,750.0,0.5,4,340,17,low,7.2,0.1
39.9,9.6,1,0,3,3,100.0,0.161,502.0,0.6,5,270,36,medium,8.1,2.5
