distance_km,road_condition,bridge_condition,avg_slope_risk,avg_elevation_m,rainfall_24h_mm,temp_celsius,congestion_level,flood_risk_level,landslide_probability,commodity_type,weight_kg,priority,month,delay_minutes,safety_score,route_rank
75.3,0,0,47.5,797.0,23.0,22.6,0,80.0,0.5,medicine,1349.0,5,6,49.7,65,1
275.4,0,0,27.9,215.0,31.1,30.0,1,100.0,1.0,food,2638.0,4,6,547.9,49,2
275.2,0,0,29.9,215.0,5.2,19.5,2,60.0,0.52,agri,14976.0,2,4,372.8,62,1
333.9,0,0,19.1,20.0,19.9,25.2,0,100.0,0.5,agri,6444.0,2,6,195.8,63,1
113.7,1,1,38.7,550.0,7.3,27.7,0,60.0,1.0,medicine,5350.0,5,9,248.9,56,2
362.0,1,1,42.2,574.0,0.2,32.1,0,90.0,0.065,medicine,14140.0,5,4,373.3,63,2
204.9,0,0,37.2,688.0,0.5,32.8,2,13.0,0.04,construction,7144.0,1,12,178.1,87,1
279.5,0,0,27.4,215.0,2.0,19.4,1,100.0,1.0,food,11078.0,4,9,287.1,58,1
497.9,0,0,33.0,422.0,0.2,28.4,1,7.0,0.1,general,14371.0,1,11,181.3,87,1
267.9,0,0,23.1,215.0,1.2,22.8,3,100.0,1.0,medicine,4118.0,5,8,875.6,46,1
322.5,0,0,23.4,202.0,14.4,25.6,0,84.0,0.13,food,13643.0,4,5,86.7,73,1
207.2,1,0,41.2,470.0,0.5,25.0,0,8.0,0.04,food,10125.0,4,12,117.3,85,2
324.4,2,2,57.0,870.0,1.6,33.9,0,6.0,0.16,fuel,11097.0,3,11,1398.8,74,2
199.1,1,0,61.5,1238.0,5.7,29.1,1,40.0,1.0,fuel,14594.0,3,8,424.8,49,2
384.1,1,1,39.4,574.0,7.9,19.9,0,100.0,0.125,construction,12834.0,1,6,487.6,62,2
85.5,0,0,59.6,1438.0,14.3,20.0,0,40.0,1.0,general,10764.0,1,6,71.4,61,1
391.7,1,1,56.2,961.0,0.7,25.8,3,42.0,0.65,agri,12825.0,2,5,2245.3,57,2
325.4,0,0,16.1,20.0,5.5,25.0,0,78.0,0.26,medicine,7931.0,5,4,59.9,81,1
173.1,1,1,43.4,578.0,11.9,18.9,0,100.0,0.5,medicine,2888.0,5,6,299.7,57,2
265.4,0,0,36.6,802.0,9.6,26.8,2,72.0,0.195,food,13123.0,4,4,318.0,68,1
472.3,0,0,30.7,422.0,5.0,34.7,3,42.0,0.65,general,8311.0,1,5,1340.5,63,1
379.9,1,1,39.4,574.0,0.6,29.2,2,90.0,0.065,agri,14485.0,2,10,974.7,67,2
533.7,0,0,11.8,35.0,5.3,22.9,1,84.0,0.13,agri,12070.0,2,4,249.5,79,1
138.5,1,0,43.9,488.0,47.7,27.1,2,100.0,0.5,food,5093.0,4,6,755.1,38,2
321.1,2,2,54.8,870.0,4.7,22.7,2,6.0,0.16,general,9987.0,1,1,2671.7,69,2
183.4,1,0,40.1,515.0,5.5,28.5,3,72.0,0.195,medicine,6558.0,5,5,691.2,65,2
283.1,1,0,32.6,502.0,11.9,28.8,0,100.0,0.25,agri,8616.0,2,9,266.5,61,2
190.5,1,0,41.0,515.0,1.7,33.1,0,12.0,0.03,construction,12944.0,1,11,111.2,84,2
567.5,0,0,8.5,35.0,1.1,30.1,2,14.0,0.02,fuel,7159.0,3,1,493.6,84,1
177.4,1,0,62.5,1197.0,15.0,32.1,2,60.0,1.0,construction,12477.0,1,8,665.7,43,2
326.4,0,0,37.7,750.0,4.6,20.4,2,30.0,1.0,food,9942.0,4,6,610.2,56,1
273.3,1,0,40.5,502.0,4.4,32.3,1,84.0,0.13,construction,2331.0,1,5,322.2,65,2
447.8,0,1,41.5,594.0,0.8,29.7,2,14.0,0.02,construction,4550.0,1,2,623.4,86,1
284.0,0,0,22.5,215.0,3.3,26.7,0,10.0,0.08,fuel,4907.0,3,2,21.0,90,1
274.1,1,0,42.1,502.0,10.0,32.8,1,14.0,0.02,food,4274.0,4,3,341.5,82,2
322.6,2,2,56.8,870.0,3.3,27.5,1,6.0,0.16,food,13036.0,4,2,1879.1,70,2
442.1,0,1,42.6,594.0,5.2,34.6,0,100.0,0.25,construction,11229.0,1,9,234.9,64,1
145.9,1,0,44.1,488.0,4.3,32.6,2,100.0,0.5,construction,12171.0,1,9,351.5,51,2
323.6,0,0,45.4,750.0,55.0,30.4,0,30.0,1.0,agri,13155.0,2,8,880.7,51,2
139.4,1,1,58.9,1117.0,12.9,27.2,0,18.0,1.0,fuel,7297.0,3,5,336.3,58,2
264.6,1,0,43.8,502.0,3.9,23.1,0,84.0,0.13,general,13592.0,1,10,181.1,65,2
569.4,0,0,9.5,35.0,7.9,28.1,2,84.0,0.13,general,1003.0,1,4,629.0,71,1
242.0,0,0,30.3,408.0,66.4,32.5,2,78.0,0.26,general,9185.0,1,5,1325.0,53,3
317.3,0,0,30.9,202.0,0.4,33.5,2,14.0,0.02,food,8791.0,4,3,270.8,88,1
270.5,0,0,42.4,802.0,5.7,23.4,1,100.0,0.375,medicine,13442.0,5,9,167.1,61,1
263.5,1,0,50.7,762.0,1.3,28.7,0,12.0,0.03,construction,7929.0,1,1,151.5,86,2
326.5,0,0,43.1,750.0,0.4,26.3,1,3.0,0.17,fuel,11282.0,3,12,131.5,87,1
485.3,0,0,27.3,422.0,8.4,19.2,1,42.0,0.65,medicine,1162.0,5,5,422.2,65,1
135.0,1,0,40.4,488.0,4.0,34.5,0,78.0,0.26,general,9356.0,1,5,103.6,60,2
176.1,1,0,66.0,1197.0,0.2,26.8,2,6.0,0.16,construction,8795.0,1,12,331.6,73,2
270.3,0,0,14.6,102.0,0.5,33.8,1,14.0,0.02,food,2151.0,4,11,89.2,91,1
315.0,0,0,22.5,20.0,1.2,32.9,3,13.0,0.04,fuel,2407.0,3,11,615.2,85,1
164.2,1,1,50.7,578.0,11.0,25.2,2,100.0,0.5,medicine,9315.0,5,7,602.7,48,2
137.3,1,0,39.1,488.0,3.1,34.2,0,13.0,0.04,food,1363.0,4,11,84.4,85,2
111.1,1,1,40.8,550.0,5.8,19.9,0,6.0,0.16,medicine,2255.0,5,3,137.7,76,2
267.8,1,0,37.4,502.0,5.0,19.2,3,14.0,0.02,agri,10194.0,2,3,931.4,75,2
183.2,1,0,68.5,1197.0,9.9,28.1,2,60.0,1.0,medicine,10998.0,5,8,635.4,47,2
375.2,1,1,56.8,961.0,1.4,19.1,0,7.0,0.1,agri,6619.0,2,12,406.6,82,2
210.6,1,0,27.7,470.0,6.0,27.8,2,48.0,0.26,fuel,9958.0,3,5,459.7,71,2
289.7,0,0,21.5,215.0,23.9,25.3,0,100.0,1.0,medicine,11940.0,5,8,317.4,53,1
308.3,0,0,5.9,40.0,28.8,32.0,1,100.0,0.25,general,5882.0,1,7,346.4,62,1
202.0,1,1,64.5,1041.0,7.3,29.7,1,36.0,1.0,agri,2568.0,2,10,616.5,52,2
101.8,0,0,33.7,790.0,0.9,20.6,1,14.0,0.02,food,5439.0,4,2,34.3,88,1
93.8,0,0,38.3,790.0,0.8,23.3,0,14.0,0.02,agri,3659.0,2,11,1.6,95,1
325.1,0,0,14.8,40.0,2.2,29.7,0,14.0,0.02,construction,7829.0,1,3,11.6,90,1
397.6,1,1,41.1,574.0,0.8,18.7,0,15.0,0.01,construction,839.0,1,11,400.5,84,2
112.8,1,1,44.5,550.0,3.1,22.9,2,6.0,0.16,fuel,9243.0,3,3,313.8,78,2
149.7,1,1,59.5,1117.0,6.3,22.9,0,3.0,0.17,construction,5436.0,1,11,188.7,81,2
331.4,0,0,33.9,202.0,2.7,27.4,2,100.0,0.25,agri,6886.0,2,8,352.4,65,1
191.1,0,0,19.2,115.0,4.2,21.3,0,80.0,0.5,agri,14513.0,2,6,54.6,68,1
553.2,0,0,9.1,35.0,1.5,27.9,1,14.0,0.02,agri,7589.0,2,3,191.6,89,1
193.1,0,0,25.5,115.0,3.3,33.0,1,8.0,0.04,construction,3419.0,1,12,74.3,96,1
178.1,1,0,59.9,1197.0,0.1,26.1,3,6.0,0.16,construction,13687.0,1,11,613.3,74,2
316.9,0,0,16.5,40.0,12.1,32.8,0,100.0,0.25,medicine,12016.0,5,8,90.9,68,1
195.5,1,1,69.4,1041.0,29.3,34.0,3,36.0,1.0,agri,7509.0,2,5,1961.7,38,2
456.0,0,1,39.0,594.0,16.0,24.4,2,100.0,0.25,fuel,6105.0,3,7,958.2,58,1
175.2,0,0,19.5,68.0,1.0,27.8,2,14.0,0.02,fuel,8816.0,3,11,151.8,87,1
407.8,1,1,61.5,961.0,3.4,19.9,2,70.0,1.0,medicine,13450.0,5,7,1732.8,49,2
160.6,1,1,58.2,578.0,28.4,25.6,3,100.0,0.5,agri,777.0,2,9,1271.7,42,2
279.4,0,0,23.6,215.0,2.1,30.3,0,10.0,0.08,construction,5701.0,1,11,16.4,93,1
278.2,1,0,35.8,502.0,2.4,21.6,0,84.0,0.13,agri,11199.0,2,4,181.7,71,2
196.3,1,0,44.0,515.0,12.8,20.4,1,72.0,0.195,construction,11609.0,1,5,288.7,66,2
289.7,0,0,23.4,215.0,2.6,19.5,1,10.0,0.08,medicine,6403.0,5,2,114.2,89,1
200.9,0,0,29.5,688.0,0.4,19.9,0,13.0,0.04,food,7759.0,4,12,4.0,92,1
319.1,2,2,56.7,870.0,18.4,18.9,0,60.0,1.0,medicine,3870.0,5,9,2511.6,42,2
190.7,0,0,24.1,115.0,3.1,33.8,0,8.0,0.04,food,7408.0,4,2,10.7,92,1
427.9,0,1,35.2,594.0,16.2,34.6,1,100.0,0.25,medicine,2282.0,5,8,543.4,66,1
202.6,0,0,29.0,115.0,10.5,25.6,0,100.0,0.375,general,10398.0,1,8,65.4,69,1
175.4,1,0,68.7,1197.0,18.8,32.0,1,60.0,1.0,general,2572.0,1,9,469.2,49,2
113.0,1,1,41.5,550.0,7.9,26.4,1,60.0,1.0,construction,1288.0,1,7,348.0,50,2
497.1,0,0,27.9,422.0,2.3,18.0,0,42.0,0.65,construction,10751.0,1,4,168.6,73,1
186.5,0,0,24.1,115.0,31.1,18.1,0,100.0,0.375,food,1977.0,4,7,148.0,58,2
226.8,1,0,37.6,250.0,0.3,32.3,2,10.0,0.08,food,6790.0,4,12,410.1,78,2
281.1,0,0,19.8,102.0,4.8,34.4,1,84.0,0.13,construction,6121.0,1,5,128.6,72,1
86.1,0,0,60.1,1438.0,16.1,18.1,1,40.0,1.0,agri,14508.0,2,9,121.4,54,1
179.6,0,0,10.4,68.0,30.4,29.9,2,84.0,0.13,general,9840.0,1,5,334.5,65,2
296.0,2,2,43.3,870.0,2.7,34.3,1,36.0,1.0,fuel,3529.0,3,10,2458.7,52,2
276.3,0,0,25.2,215.0,2.1,18.9,2,10.0,0.08,construction,12830.0,1,3,257.2,91,1
471.0,0,0,29.6,422.0,14.1,26.0,1,70.0,1.0,agri,9312.0,2,6,635.7,56,1
72.5,0,0,43.2,797.0,2.1,29.1,1,80.0,0.5,agri,6229.0,2,8,45.5,67,1
171.6,1,1,42.1,578.0,0.2,33.1,0,13.0,0.04,food,2117.0,4,12,173.9,80,2
74.1,0,0,46.4,797.0,2.0,32.2,1,48.0,0.26,construction,6362.0,1,4,35.5,72,1
311.0,0,0,17.7,40.0,14.3,18.2,1,100.0,0.25,general,10324.0,1,6,224.4,66,1
475.9,0,0,33.2,422.0,0.9,31.1,0,7.0,0.1,construction,746.0,1,12,23.9,91,1
76.0,0,0,52.4,797.0,2.1,20.0,1,8.0,0.04,general,5547.0,1,11,27.8,84,1
192.5,0,0,20.8,115.0,0.0,23.1,2,100.0,0.375,medicine,842.0,5,8,211.3,64,1
197.6,1,0,28.6,515.0,15.6,31.3,0,100.0,0.375,fuel,1453.0,3,9,224.0,56,2
82.7,0,0,56.6,1438.0,0.7,26.2,0,4.0,0.14,construction,14388.0,1,2,5.3,92,1
574.3,0,0,12.7,35.0,16.6,34.9,0,100.0,0.25,construction,5802.0,1,9,212.8,69,1
170.2,0,0,19.9,68.0,0.2,20.4,1,14.0,0.02,food,2631.0,4,12,55.2,92,1
201.1,0,0,14.1,115.0,1.3,24.6,0,8.0,0.04,food,13804.0,4,11,6.4,97,1
264.3,0,0,16.9,102.0,10.1,33.1,0,100.0,0.25,agri,614.0,2,8,66.7,70,1
86.1,0,0,57.7,1438.0,3.1,20.3,0,24.0,0.91,general,7759.0,1,10,45.2,69,1
218.9,1,0,36.6,470.0,0.1,22.7,1,8.0,0.04,medicine,6776.0,5,11,221.4,88,2
81.1,0,0,59.7,1438.0,0.3,25.6,0,4.0,0.14,fuel,14429.0,3,11,4.8,88,1
71.8,0,0,39.5,797.0,42.6,34.9,1,80.0,0.5,general,9107.0,1,6,140.1,56,2
268.0,0,0,30.2,215.0,13.4,34.7,3,100.0,1.0,medicine,14184.0,5,9,1047.3,42,1
282.4,0,0,15.3,102.0,5.3,34.6,1,84.0,0.13,general,10916.0,1,4,131.9,75,1
175.5,1,0,68.7,1197.0,10.2,29.3,2,36.0,1.0,general,7734.0,1,4,611.7,46,2
313.9,0,0,19.7,202.0,0.2,24.1,0,100.0,0.25,medicine,12797.0,5,7,32.5,73,1
562.6,0,0,9.9,35.0,1.6,25.3,1,100.0,0.25,food,2218.0,4,8,262.4,69,1
303.5,2,2,54.3,870.0,1.0,33.6,0,6.0,0.16,medicine,11437.0,5,1,1297.9,80,2
208.4,1,1,76.0,1041.0,6.0,27.8,0,6.0,0.16,agri,8679.0,2,1,259.4,75,2
241.5,0,0,36.6,775.0,20.7,22.1,0,40.0,1.0,construction,1064.0,1,6,241.9,58,1
186.0,0,0,12.3,115.0,1.3,32.7,1,72.0,0.195,fuel,7992.0,3,4,80.3,82,1
200.0,0,0,19.1,115.0,1.3,24.0,2,48.0,0.26,general,7407.0,1,10,207.8,79,1
269.9,0,0,32.2,802.0,0.8,28.0,2,12.0,0.03,food,3503.0,4,3,234.5,83,1
315.8,0,0,13.0,202.0,0.3,34.0,2,84.0,0.13,construction,12619.0,1,10,292.0,74,1
206.5,0,0,34.2,688.0,22.9,31.1,2,100.0,0.5,fuel,8317.0,3,8,398.3,55,1
190.8,0,0,21.7,115.0,3.8,18.6,0,72.0,0.195,construction,6540.0,1,4,24.7,76,1
320.7,0,0,9.3,20.0,1.1,34.5,0,100.0,0.5,agri,3841.0,2,8,75.9,65,1
166.3,0,0,16.9,68.0,20.7,34.4,2,100.0,0.25,agri,12802.0,2,8,264.4,58,1
262.9,1,0,46.8,762.0,0.7,23.5,0,12.0,0.03,construction,5879.0,1,2,148.6,86,2
254.8,0,0,33.5,775.0,8.7,34.7,1,24.0,0.91,agri,10085.0,2,10,281.2,71,1
138.9,1,1,62.4,1117.0,0.6,30.1,1,3.0,0.17,agri,14307.0,2,12,237.2,77,2
372.2,1,1,67.8,961.0,2.6,28.2,2,42.0,0.65,food,1986.0,4,5,1300.4,54,2
74.1,0,0,52.9,797.0,10.0,24.3,1,80.0,0.5,medicine,13854.0,5,8,58.7,64,1
214.1,0,0,43.2,688.0,28.7,32.6,0,100.0,0.5,fuel,5507.0,3,7,174.1,54,1
241.0,0,0,41.8,775.0,20.3,32.6,1,24.0,0.91,agri,14233.0,2,10,348.4,65,1
179.9,1,0,71.0,1197.0,1.0,20.8,0,6.0,0.16,general,865.0,1,1,115.9,82,2
222.3,1,0,37.2,470.0,0.1,30.0,0,48.0,0.26,medicine,10721.0,5,5,153.1,75,2
278.6,1,0,38.5,502.0,3.4,34.4,2,84.0,0.13,general,13008.0,1,10,545.0,61,2
271.0,0,0,22.5,215.0,20.7,27.4,2,60.0,0.52,food,2780.0,4,5,505.2,63,1
240.3,0,0,41.8,775.0,3.0,32.8,0,24.0,0.91,general,9561.0,1,4,125.7,71,1
169.2,1,1,46.8,578.0,9.4,33.4,0,78.0,0.26,agri,4948.0,2,10,240.9,62,2
187.2,1,0,36.9,515.0,1.3,23.7,0,12.0,0.03,medicine,11865.0,5,11,107.8,90,2
303.4,0,0,12.8,40.0,5.7,29.7,0,84.0,0.13,construction,14195.0,1,5,39.3,76,1
314.4,0,0,13.2,40.0,4.8,28.7,2,84.0,0.13,agri,1970.0,2,10,323.0,68,1
185.8,1,0,33.4,515.0,0.7,25.3,3,12.0,0.03,agri,2143.0,2,2,610.2,79,2
198.1,1,1,60.8,1041.0,1.3,30.0,0,6.0,0.16,construction,4332.0,1,12,223.1,78,2
262.0,0,0,39.7,802.0,4.5,22.6,3,72.0,0.195,food,9253.0,4,4,583.1,63,1
182.0,1,0,57.3,1238.0,1.0,34.2,1,40.0,1.0,fuel,9543.0,3,9,358.9,54,2
111.6,1,1,50.9,550.0,1.6,18.3,1,6.0,0.16,agri,5037.0,2,3,192.8,82,2
473.9,0,0,33.8,422.0,7.6,32.7,0,42.0,0.65,general,9020.0,1,5,204.4,72,1
86.7,0,0,57.7,1438.0,3.0,24.9,0,4.0,0.14,construction,7029.0,1,2,8.3,86,1
282.4,0,0,21.3,102.0,1.8,32.3,3,14.0,0.02,food,1977.0,4,3,551.3,82,1
204.4,1,0,39.1,470.0,5.5,19.6,1,80.0,0.5,agri,4251.0,2,9,312.3,59,2
327.8,0,0,34.7,202.0,23.1,18.2,1,100.0,0.25,medicine,4009.0,5,7,310.7,65,1
326.8,0,0,14.8,20.0,1.3,21.4,0,100.0,0.5,medicine,4101.0,5,9,78.3,69,1
378.9,1,1,62.2,961.0,4.2,22.2,2,70.0,1.0,general,9298.0,1,6,1627.5,43,2
325.5,0,0,15.0,20.0,0.4,34.2,2,78.0,0.26,construction,14024.0,1,10,332.0,73,1
190.8,1,0,64.3,1238.0,0.6,28.5,1,4.0,0.14,general,1493.0,1,2,208.7,81,2
138.2,1,0,32.9,488.0,49.1,27.9,0,100.0,0.5,medicine,13483.0,5,8,397.5,48,2
203.3,1,1,63.3,1041.0,9.3,25.7,2,36.0,1.0,food,6700.0,4,10,937.1,52,2
268.4,0,0,16.1,102.0,1.5,33.9,0,14.0,0.02,construction,4865.0,1,11,7.2,88,1
310.1,2,2,55.0,870.0,0.1,26.3,1,6.0,0.16,construction,4273.0,1,11,1735.4,78,2
425.0,0,1,46.2,594.0,0.6,19.2,2,14.0,0.02,medicine,12305.0,5,3,589.3,81,1
315.7,0,0,9.6,40.0,1.2,22.9,1,84.0,0.13,construction,8266.0,1,5,124.8,73,1
433.7,0,1,40.2,594.0,0.9,32.1,3,14.0,0.02,food,14316.0,4,2,1178.5,86,1
186.7,1,0,38.9,515.0,7.4,26.6,1,100.0,0.375,construction,7795.0,1,7,273.9,54,2
184.2,1,0,60.9,1238.0,3.4,29.5,2,4.0,0.14,general,6869.0,1,11,362.4,76,2
197.2,0,0,22.8,115.0,0.7,29.5,0,48.0,0.26,general,2204.0,1,10,22.7,78,1
188.5,0,0,20.6,115.0,0.0,30.2,0,100.0,0.375,general,1712.0,1,7,30.0,74,1
523.6,0,0,6.5,35.0,2.9,33.1,0,100.0,0.25,fuel,3724.0,3,8,74.0,69,1
195.4,0,0,19.3,115.0,8.4,22.2,0,48.0,0.26,medicine,3684.0,5,5,44.9,78,1
198.7,1,0,52.1,1238.0,8.4,27.5,1,24.0,0.91,construction,10598.0,1,4,417.9,53,2
346.9,0,0,46.1,750.0,1.4,26.5,1,18.0,1.0,agri,8221.0,2,4,351.9,65,1
528.8,0,0,5.5,35.0,1.3,20.0,1,14.0,0.02,agri,3491.0,2,11,181.5,91,1
242.4,0,0,23.1,775.0,4.0,21.5,0,4.0,0.14,construction,11995.0,1,1,26.4,92,1
105.3,1,1,52.3,550.0,6.4,27.5,0,36.0,1.0,medicine,645.0,5,4,227.1,61,2
398.7,1,1,64.3,961.0,1.4,32.2,1,7.0,0.1,general,5338.0,1,2,664.6,79,2
247.0,0,0,30.0,408.0,1.1,21.1,0,13.0,0.04,general,12151.0,1,11,7.1,91,1
101.9,0,0,32.1,790.0,0.3,19.1,1,14.0,0.02,agri,14537.0,2,1,33.3,92,1
200.9,0,0,45.0,688.0,4.6,19.3,1,13.0,0.04,fuel,14959.0,3,3,81.9,84,1
241.4,0,0,27.7,408.0,1.0,21.7,0,13.0,0.04,fuel,5859.0,3,2,6.8,87,1
239.1,0,0,37.3,408.0,6.8,29.2,1,78.0,0.26,food,577.0,4,10,135.8,66,1
144.3,1,0,48.5,488.0,28.7,27.3,2,100.0,0.5,food,12144.0,4,6,528.0,46,2
175.3,0,0,20.5,68.0,1.5,29.4,0,84.0,0.13,food,3327.0,4,5,12.4,79,1
197.4,1,0,42.7,515.0,14.1,33.4,1,100.0,0.375,agri,13392.0,2,9,331.5,59,2
272.1,0,0,44.0,802.0,2.0,20.7,0,12.0,0.03,general,3433.0,1,2,10.2,89,1
96.2,0,0,37.8,790.0,1.0,21.7,1,14.0,0.02,medicine,3225.0,5,3,32.5,87,1
234.6,0,0,39.1,775.0,10.5,24.5,2,24.0,0.91,fuel,4443.0,3,4,457.8,66,1
203.8,1,1,62.9,1041.0,0.6,34.0,0,6.0,0.16,food,3268.0,4,1,226.1,84,2
326.2,0,0,17.2,20.0,0.4,28.1,2,13.0,0.04,food,11781.0,4,1,283.1,85,1
200.1,0,0,15.3,115.0,2.0,19.5,1,80.0,0.5,medicine,952.0,5,9,125.2,73,1
263.5,0,0,20.2,102.0,0.5,32.9,0,100.0,0.25,construction,10169.0,1,8,28.6,67,1
186.6,1,0,63.4,1238.0,30.1,33.1,3,40.0,1.0,fuel,12469.0,3,9,1470.1,41,2
569.0,0,0,13.8,35.0,4.5,27.8,2,100.0,0.25,fuel,14966.0,3,8,631.1,68,1
136.4,1,0,47.6,488.0,0.2,25.0,1,78.0,0.26,medicine,5035.0,5,10,160.4,62,2
385.9,1,1,44.6,574.0,3.1,18.2,2,90.0,0.065,construction,1065.0,1,5,1028.6,66,2
101.3,0,0,38.3,790.0,1.4,27.6,1,14.0,0.02,construction,8924.0,1,1,34.9,89,1
225.5,1,0,33.4,470.0,22.6,25.5,0,80.0,0.5,general,9154.0,1,7,330.4,62,2
573.6,0,0,2.6,35.0,41.9,23.8,3,100.0,0.25,general,14726.0,1,8,2619.8,57,2
345.1,0,0,38.0,750.0,3.7,30.2,1,3.0,0.17,medicine,10284.0,5,2,158.8,87,1
203.6,1,1,70.0,1041.0,2.8,34.0,1,36.0,1.0,food,10608.0,4,10,580.3,50,2
274.0,0,0,24.7,102.0,1.2,20.7,0,14.0,0.02,agri,10725.0,2,3,6.1,97,1
199.1,1,1,72.6,1041.0,27.5,32.2,1,60.0,1.0,fuel,12653.0,3,7,846.5,46,2
391.5,1,1,28.9,574.0,38.1,27.1,0,90.0,0.065,construction,8803.0,1,5,951.1,60,2
224.9,1,0,23.8,250.0,14.0,27.9,0,60.0,0.52,construction,960.0,1,10,272.4,68,2
545.8,0,0,4.3,35.0,0.1,28.3,2,14.0,0.02,medicine,13348.0,5,12,462.4,93,1
232.7,0,0,35.4,408.0,29.4,22.9,1,100.0,0.5,construction,12787.0,1,7,315.2,55,1
133.9,1,0,40.5,488.0,9.0,19.1,0,100.0,0.5,agri,3556.0,2,7,141.7,54,2
379.4,1,1,54.0,961.0,9.5,22.6,2,70.0,1.0,construction,5231.0,1,7,1753.9,43,2
539.0,0,0,6.2,35.0,4.2,20.2,1,100.0,0.25,construction,1407.0,1,6,276.5,66,1
194.2,1,1,74.4,1041.0,3.3,20.5,0,6.0,0.16,agri,1700.0,2,11,228.2,77,2
189.7,1,0,58.2,1238.0,1.6,27.6,1,4.0,0.14,general,7830.0,1,3,212.0,80,2
467.7,0,0,26.8,422.0,1.8,22.7,1,7.0,0.1,medicine,4944.0,5,2,182.3,89,1
340.6,0,0,34.7,202.0,0.1,25.1,1,14.0,0.02,construction,10175.0,1,2,110.3,88,1
565.2,0,0,16.1,35.0,1.4,23.3,3,14.0,0.02,general,13398.0,1,12,1096.2,86,1
187.6,1,0,59.7,1238.0,1.0,26.3,1,4.0,0.14,fuel,12654.0,3,3,206.8,84,2
266.3,1,0,35.9,502.0,8.5,24.9,2,84.0,0.13,fuel,2327.0,3,10,568.2,56,2
82.4,0,0,67.0,1438.0,5.3,21.0,1,4.0,0.14,medicine,9849.0,5,11,39.0,87,1
189.7,0,0,15.5,115.0,11.3,24.3,1,80.0,0.5,general,3186.0,1,6,156.2,67,1
141.8,1,1,57.3,1117.0,0.2,21.1,3,3.0,0.17,medicine,14564.0,5,12,658.1,77,2
181.3,1,0,64.8,1197.0,0.9,24.4,0,36.0,1.0,agri,8573.0,2,10,240.2,61,2
253.5,0,0,31.0,775.0,4.2,21.0,0,4.0,0.14,fuel,13174.0,3,2,28.4,92,1
224.2,1,0,34.0,250.0,2.8,18.0,1,60.0,0.52,food,11379.0,4,4,329.9,65,2
468.1,0,0,30.8,422.0,3.7,24.0,3,42.0,0.65,medicine,1081.0,5,4,1301.5,62,1
239.9,0,0,36.2,775.0,3.1,22.0,1,40.0,1.0,agri,11528.0,2,9,252.6,65,1
424.8,0,1,40.9,594.0,6.7,25.3,2,84.0,0.13,fuel,2975.0,3,5,703.2,71,1
133.4,1,0,53.6,488.0,5.0,23.8,3,100.0,0.5,fuel,7893.0,3,7,571.1,48,2
98.0,0,0,23.1,790.0,0.2,18.6,2,84.0,0.13,general,2830.0,1,10,90.4,77,1
104.8,1,1,46.2,550.0,1.2,22.0,0,6.0,0.16,food,3016.0,4,1,117.7,80,2
108.7,1,1,42.3,550.0,1.6,24.7,2,6.0,0.16,agri,3936.0,2,12,295.8,79,2
86.5,0,0,54.3,1438.0,16.2,33.8,0,40.0,1.0,medicine,12489.0,5,6,76.1,59,1
270.7,0,0,34.0,802.0,5.1,22.0,3,12.0,0.03,fuel,10184.0,3,3,560.8,82,1
224.3,1,0,31.6,470.0,0.6,28.4,2,8.0,0.04,food,14234.0,4,2,399.3,85,2
101.8,0,0,37.9,790.0,2.9,22.7,3,14.0,0.02,general,5022.0,1,2,202.3,87,1
373.9,1,1,37.4,574.0,0.7,25.5,2,90.0,0.065,construction,14065.0,1,4,961.2,60,2
188.9,0,0,21.6,115.0,6.6,33.8,0,80.0,0.5,agri,14537.0,2,8,61.2,65,1
263.6,1,0,52.9,762.0,10.4,22.2,2,100.0,0.375,agri,11431.0,2,6,657.2,50,2
201.6,1,1,65.3,1041.0,14.1,31.9,1,36.0,1.0,fuel,13327.0,3,10,683.1,56,2
343.1,0,0,20.5,202.0,3.5,23.3,0,14.0,0.02,food,3177.0,4,1,18.0,95,1
260.8,1,0,44.3,762.0,2.3,32.1,1,72.0,0.195,medicine,4675.0,5,10,306.8,65,2
329.8,0,0,20.0,202.0,3.6,28.1,0,84.0,0.13,construction,8427.0,1,5,32.7,75,1
150.8,1,1,62.7,1117.0,7.0,30.5,2,30.0,1.0,fuel,8716.0,3,8,673.9,53,2
345.3,0,0,43.3,750.0,43.4,24.8,0,30.0,1.0,agri,8864.0,2,7,658.7,58,2
239.1,0,0,41.6,408.0,1.7,34.7,0,100.0,0.5,medicine,10051.0,5,9,58.7,65,1
245.8,0,0,27.8,775.0,2.4,20.9,3,40.0,1.0,medicine,12372.0,5,7,817.0,61,1
188.7,1,0,58.0,1197.0,0.6,34.5,0,6.0,0.16,general,1265.0,1,11,120.2,78,2
285.4,0,0,20.4,215.0,8.5,21.9,1,100.0,1.0,general,5709.0,1,9,339.1,54,1
320.0,2,2,51.1,870.0,3.4,26.1,2,6.0,0.16,food,5259.0,4,1,2621.9,67,2
208.7,1,0,43.7,470.0,0.3,25.9,0,48.0,0.26,medicine,6024.0,5,10,144.7,73,2
180.4,0,0,4.2,68.0,12.5,24.5,3,84.0,0.13,agri,2220.0,2,4,444.9,68,1
250.4,0,0,33.9,408.0,5.1,27.0,1,13.0,0.04,agri,2838.0,2,3,104.1,86,1
182.8,1,0,65.8,1197.0,78.0,27.6,1,60.0,1.0,medicine,2187.0,5,6,1714.7,31,3
